FID,Id,x,y,分区
73,74,112.966713861000002,28.205235226100001,商业活力区
74,75,112.966831138000003,28.205193955399999,文化核心区
75,76,112.967017350000006,28.205256634300000,文化核心区
76,77,112.967319884000005,28.205278581000002,文化核心区
77,78,112.967443724000006,28.205263793000000,文化核心区
78,79,112.967643699999996,28.205237291600000,文化核心区
79,80,112.967843700000003,28.205208995200000,文化核心区
80,81,112.968043699999996,28.205180698800000,文化核心区
81,82,112.968214946000003,28.205133983600000,文化核心区
82,83,112.968738903000002,28.205124719499999,文化核心区
83,84,112.968843024999998,28.205220497399999,文化核心区
84,85,112.969043700000000,28.205187700000000,风貌过渡区
85,86,112.969243700000007,28.205155012900001,风貌过渡区
86,87,112.969441580999998,28.205122672000002,风貌过渡区
87,88,112.969783899999996,28.205181424900001,风貌过渡区
88,89,112.970201996000000,28.205181476700002,风貌过渡区
89,90,112.965123325999997,28.205381424900001,商业活力区
90,91,112.966619434999998,28.205381424900001,商业活力区
91,92,112.967117349999995,28.205290294299999,文化核心区
92,93,112.967153217000003,28.205387851499999,文化核心区
93,94,112.967691103999996,28.205452872900000,文化核心区
94,95,112.967843553999998,28.205412532200000,文化核心区
95,96,112.968043699999996,28.205396050800001,文化核心区
96,97,112.968243700000002,28.205379581399999,文化核心区
97,98,112.968443699999995,28.205363112000001,文化核心区
98,99,112.968643700000001,28.205346642599999,文化核心区
99,100,112.968847912000001,28.205437245999999,文化核心区
100,101,112.969043700000000,28.205422473900001,风貌过渡区
101,102,112.969243700000007,28.205407384099999,风貌过渡区
102,103,112.969443721999994,28.205392292500001,风貌过渡区
103,104,112.969643700000006,28.205374071800001,风貌过渡区
104,105,112.969798139000005,28.205358492599998,风貌过渡区
105,106,112.970173446999993,28.205381424900001,风貌过渡区
106,107,112.965142216000004,28.205489948600000,商业活力区
107,108,112.965159623000005,28.205589948600000,商业活力区
108,109,112.966483624000006,28.205591698199999,商业活力区
109,110,112.966549272999998,28.205490054100000,商业活力区
110,111,112.967171876999998,28.205581424900000,文化核心区
111,112,112.967472180000001,28.205571717300000,文化核心区
112,113,112.967591103999993,28.205507158500001,文化核心区
113,114,112.968809297999996,28.205579568099999,文化核心区
114,115,112.969680225000005,28.205668372000002,风貌过渡区
115,116,112.969862255999999,28.205486396100000,风貌过渡区
116,117,112.970057694000005,28.205529585299999,风貌过渡区
117,118,112.970150313999994,28.205522747100002,风貌过渡区
118,119,112.965192951999995,28.205781424900000,商业活力区
119,120,112.966301803999997,28.205828575300000,商业活力区
120,121,112.966381077999998,28.205728575300000,商业活力区
121,122,112.967196908999995,28.205782102400001,文化核心区
122,123,112.967472451999996,28.205777629800000,文化核心区
123,124,112.967691935000005,28.205874868500000,文化核心区
124,125,112.967842927999996,28.205856398400002,文化核心区
125,126,112.968043699999996,28.205833395500001,文化核心区
126,127,112.968243700000002,28.205810481000000,文化核心区
127,128,112.968443621000006,28.205788788100001,文化核心区
128,129,112.968643435000004,28.205772168300001,文化核心区
129,130,112.968843003000003,28.205775659699999,文化核心区
130,131,112.969045598999998,28.205863007000001,风貌过渡区
131,132,112.969243700000007,28.205812696700001,风貌过渡区
132,133,112.969443699999999,28.205742426200000,风貌过渡区
133,134,112.969580508999996,28.205694357900001,风貌过渡区
134,135,112.970110360999996,28.205781424900000,风貌过渡区
135,136,112.965227764999995,28.205981424899999,商业活力区
136,137,112.966198313000007,28.205977648899999,商业活力区
137,138,112.967039607999993,28.206013042300000,文化核心区
138,139,112.967225318000004,28.205912699700001,文化核心区
139,140,112.967443473000003,28.205960148599999,文化核心区
140,141,112.967611907999995,28.206012137300000,文化核心区
141,142,112.967927321000005,28.205981424899999,文化核心区
142,143,112.968734651999995,28.206047553900000,文化核心区
143,144,112.968752445000007,28.205947642700000,文化核心区
144,145,112.969128569999995,28.205947618200000,风貌过渡区
145,146,112.969151427000000,28.206047618200000,风貌过渡区
146,147,112.970079678999994,28.205981425000001,风貌过渡区
147,148,112.965262577000004,28.206181424899999,商业活力区
148,149,112.966107183000005,28.206194403300000,商业活力区
149,150,112.966149191000000,28.206094483800001,商业活力区
150,151,112.967054529999999,28.206181424899999,文化核心区
151,152,112.967680697999995,28.206181424899999,文化核心区
152,153,112.967939709000007,28.206128956499999,文化核心区
153,154,112.967948105999994,28.206228956499999,文化核心区
154,155,112.968698889999999,28.206181424899999,文化核心区
155,156,112.969182012000005,28.206181424899999,风貌过渡区
156,157,112.970048993000006,28.206181424899999,风貌过渡区
157,158,112.965297390000003,28.206381424900002,商业活力区
158,159,112.966060513000002,28.206381424900002,商业活力区
159,160,112.966597276000002,28.206424279899998,文化核心区
160,161,112.967072252999998,28.206381424900002,文化核心区
161,162,112.967703397999998,28.206381424900002,文化核心区
162,163,112.967960907999995,28.206381424900002,文化核心区
163,164,112.968493749000004,28.206475474800001,文化核心区
164,165,112.968646829999997,28.206376310800000,文化核心区
165,166,112.968841599000001,28.206434014799999,风貌过渡区
166,167,112.969023543999995,28.206441924500002,风貌过渡区
167,168,112.969244246000002,28.206386007199999,风貌过渡区
168,169,112.969443699999999,28.206364001200001,风貌过渡区
169,170,112.969643700000006,28.206342634300000,风貌过渡区
170,171,112.969843699999998,28.206321267400000,风貌过渡区
171,172,112.970029237000006,28.206382108900002,风貌过渡区
172,173,112.965329248000003,28.206564449700000,商业活力区
173,174,112.965346655000005,28.206664449700000,商业活力区
174,175,112.966060951000003,28.206584221500002,商业活力区
175,176,112.966623169000002,28.206581424900001,文化核心区
176,177,112.967089975999997,28.206581424900001,文化核心区
177,178,112.967307641000005,28.206676605199998,文化核心区
178,179,112.967443066000001,28.206658504100002,文化核心区
179,180,112.967653204000001,28.206625079500000,文化核心区
180,181,112.967837105000001,28.206590799899999,文化核心区
181,182,112.968048404000001,28.206551413300001,文化核心区
182,183,112.968243700000002,28.206515009699999,文化核心区
183,184,112.968410380999998,28.206577371700000,文化核心区
184,185,112.968789373000007,28.206581424900001,风貌过渡区
185,186,112.969038870000006,28.206581424900001,风貌过渡区
186,187,112.969323395000004,28.206581064300000,风貌过渡区
187,188,112.970025875999994,28.206581424900001,风貌过渡区
188,189,112.965369358000004,28.206794879499999,商业活力区
189,190,112.965643776999997,28.206847213600000,商业活力区
190,191,112.965843699999994,28.206822367800001,商业活力区
191,192,112.966045668999996,28.206797267900001,商业活力区
192,193,112.966243700000007,28.206776621300001,文化核心区
193,194,112.966443699999999,28.206758732600001,文化核心区
194,195,112.966645236999994,28.206715353300002,文化核心区
195,196,112.966843699999998,28.206722954699998,文化核心区
196,197,112.967044352000002,28.206705007200000,文化核心区
197,198,112.967215846000002,28.206779741199998,居住生活区
198,199,112.967491046999996,28.206781424900001,居住生活区
199,200,112.967772537000002,28.206779778700000,居住生活区
200,201,112.968460109999995,28.206781424900001,居住生活区
201,202,112.968804603999999,28.206763415400001,风貌过渡区
202,203,112.969056772000002,28.206744379900002,风貌过渡区
203,204,112.969216656000000,28.206754411999999,风貌过渡区
204,205,112.970022503999999,28.206781424900001,风貌过渡区
205,206,112.965403827000003,28.206981424900000,商业活力区
206,207,112.966139964000007,28.206937287100001,商业活力区
207,208,112.966146652000006,28.207037287100000,商业活力区
208,209,112.967257228999998,28.206981424900000,居住生活区
209,210,112.967529862999996,28.206936818799999,居住生活区
210,211,112.967554841999998,28.207036818799999,居住生活区
211,212,112.967759783999995,28.206980789399999,居住生活区
212,213,112.968508851999999,28.206981424900000,居住生活区
213,214,112.968697148999993,28.207076829199998,风貌过渡区
214,215,112.968843699999994,28.207062361199998,风貌过渡区
215,216,112.968956105000004,28.207051264200000,风貌过渡区
216,217,112.969165036999996,28.206981424900000,风貌过渡区
217,218,112.970023635999993,28.206983606300000,风貌过渡区
218,219,112.965442374999995,28.207181424900000,商业活力区
219,220,112.966156315000006,28.207181779700001,商业活力区
220,221,112.967298264999997,28.207181424900000,居住生活区
221,222,112.967590963000006,28.207181424900000,居住生活区
222,223,112.967788338999995,28.207181424900000,居住生活区
223,224,112.968538461999998,28.207102919299999,居住生活区
224,225,112.968558131999998,28.207189682300001,居住生活区
225,226,112.969157826000000,28.207181424900000,风貌过渡区
226,227,112.970069916000000,28.207181424900000,风貌过渡区
227,228,112.965480923000001,28.207381424899999,商业活力区
228,229,112.966262994000004,28.207438870600001,商业活力区
229,230,112.966443699999999,28.207425263699999,居住生活区
230,231,112.966643700000006,28.207410203999999,居住生活区
231,232,112.966843678999993,28.207397280500000,居住生活区
232,233,112.967031539000004,28.207388881899998,居住生活区
233,234,112.967331242000000,28.207342141700000,居住生活区
234,235,112.967351760000000,28.207442141700000,居住生活区
235,236,112.967643206000005,28.207390571000001,居住生活区
236,237,112.967837308000000,28.207379342999999,居住生活区
237,238,112.968016887999994,28.207401670599999,居住生活区
238,239,112.968665536000003,28.207419907199998,居住生活区
239,240,112.968843292000003,28.207397218800001,风貌过渡区
240,241,112.969043700000000,28.207406784000000,风貌过渡区
241,242,112.969242946999998,28.207419740900001,风貌过渡区
242,243,112.969443699999999,28.207423687399999,风貌过渡区
243,244,112.969643700000006,28.207427619099999,风貌过渡区
244,245,112.969843702999995,28.207431550799999,风貌过渡区
245,246,112.970040638000000,28.207436083499999,风貌过渡区
246,247,112.965519470999993,28.207581424899999,商业活力区
247,248,112.966244400999997,28.207581424899999,商业活力区
248,249,112.967074991000004,28.207634183200000,居住生活区
249,250,112.967240879000002,28.207599615199999,居住生活区
250,251,112.967436816000003,28.207555459300000,居住生活区
251,252,112.967685587000005,28.207569159999998,居住生活区
252,253,112.968114322000005,28.207674132499999,居住生活区
253,254,112.968243700000002,28.207642017500000,居住生活区
254,255,112.968407568999993,28.207636065700001,居住生活区
255,256,112.968640965000006,28.207581424899999,居住生活区
256,257,112.969278646000006,28.207545702699999,风貌过渡区
257,258,112.969377141999999,28.207643604200001,风貌过渡区
258,259,112.970141900000002,28.207489116700000,风貌过渡区
259,260,112.970165657999999,28.207589157699999,风貌过渡区
260,261,112.965541221999999,28.207694279799998,商业活力区
261,262,112.965560495999995,28.207794279800002,商业活力区
262,263,112.966300687000000,28.207781424899999,商业活力区
263,264,112.967009484000002,28.207781424899999,居住生活区
264,265,112.967197987999995,28.207781424899999,居住生活区
265,266,112.967396711999996,28.207781519699999,居住生活区
266,267,112.967719846999998,28.207727122400001,居住生活区
267,268,112.967843700000003,28.207741307900001,居住生活区
268,269,112.968014322000002,28.207698955100000,居住生活区
269,270,112.968441913000007,28.207781424899999,居住生活区
270,271,112.968683197000004,28.207781424899999,居住生活区
271,272,112.969474278000007,28.207776160100000,风貌过渡区
272,273,112.969547558000002,28.207876160100000,风貌过渡区
273,274,112.970212122000007,28.207781424899999,风貌过渡区
274,275,112.965596566000002,28.207981424900002,商业活力区
275,276,112.966336264999995,28.207907843800001,商业活力区
276,277,112.966364408000004,28.208007843800001,商业活力区
277,278,112.966888592999993,28.208070089500001,居住生活区
278,279,112.967047176999998,28.207973481600000,居住生活区
279,280,112.967230891000000,28.207953477400000,居住生活区
280,281,112.967388217999996,28.207980847000002,居住生活区
281,282,112.967888895000002,28.208069729300000,居住生活区
282,283,112.968050923000007,28.208046681399999,居住生活区
283,284,112.968236957000002,28.207995451700000,居住生活区
284,285,112.968448656000007,28.207950274200002,居住生活区
285,286,112.968626315999998,28.207912361000002,居住生活区
286,287,112.969599807999998,28.207947462600000,风貌过渡区
287,288,112.970260455000002,28.207981424900002,风貌过渡区
288,289,112.965635113999994,28.208181424900001,商业活力区
289,290,112.966459655999998,28.208158321500001,商业活力区
290,291,112.966643700000006,28.208120463800000,居住生活区
291,292,112.966788593000004,28.208090659400000,居住生活区
292,293,112.967092234999996,28.208181424900001,居住生活区
293,294,112.967482969000002,28.208156355300002,居住生活区
294,295,112.967643699999996,28.208122054800000,居住生活区
295,296,112.967788894999998,28.208091069599998,居住生活区
296,297,112.968082776000003,28.208181424900001,居住生活区
297,298,112.968334300999999,28.208160957499999,居住生活区
298,299,112.968346119000003,28.208260957499999,居住生活区
299,300,112.968741054999995,28.208097218199999,居住生活区
300,301,112.968757804999996,28.208197218199999,居住生活区
301,302,112.970319926000002,28.208174344100001,风貌过渡区
302,303,112.970350827999994,28.208253060000001,风貌过渡区
303,304,112.965673662000000,28.208381424900001,商业活力区
304,305,112.966469544999995,28.208381424900001,商业活力区
305,306,112.967129229999998,28.208345659700001,居住生活区
306,307,112.967151756000007,28.208445659700001,居住生活区
307,308,112.967473192000000,28.208381447899999,居住生活区
308,309,112.968112743000006,28.208308190800000,居住生活区
309,310,112.968349802000006,28.208292129800000,居住生活区
310,311,112.968657797999995,28.208471783499999,居住生活区
311,312,112.968788590000003,28.208381014299999,居住生活区
312,313,112.969043700000000,28.208426721100000,风貌过渡区
313,314,112.969243700000007,28.208402831200001,风貌过渡区
314,315,112.969443699999999,28.208378941199999,风貌过渡区
315,316,112.969643700000006,28.208355051300000,风貌过渡区
316,317,112.969843699999998,28.208331161299999,风貌过渡区
317,318,112.970043700000005,28.208307271300001,风貌过渡区
318,319,112.970201889999998,28.208288375599999,风貌过渡区
319,320,112.965712210000007,28.208581424900000,商业活力区
320,321,112.966520693999996,28.208563171300000,商业活力区
321,322,112.966548837000005,28.208663171300000,商业活力区
322,323,112.966866828999997,28.208672797199998,居住生活区
323,324,112.967043700000005,28.208652945899999,居住生活区
324,325,112.967181045999993,28.208575686900002,居住生活区
325,326,112.967496018000006,28.208542917300001,居住生活区
326,327,112.967643699999996,28.208585603300001,居住生活区
327,328,112.967843700000003,28.208563155800000,居住生活区
328,329,112.968043699999996,28.208540708299999,居住生活区
329,330,112.968243700000002,28.208518260799998,居住生活区
330,331,112.968443699999995,28.208495813300001,居住生活区
331,332,112.968557798000006,28.208483007200002,居住生活区
332,333,112.965737591999996,28.208713116100000,商业活力区
333,334,112.965845590000001,28.208793979999999,商业活力区
334,335,112.966043869000003,28.208775590999998,商业活力区
335,336,112.966243699000003,28.208749334099998,商业活力区
336,337,112.966443699999999,28.208722729800002,商业活力区
337,338,112.966643968000000,28.208697810200000,居住生活区
338,339,112.966766828999994,28.208684020800000,居住生活区
